id,reviewContent,createDate,reviewScore,repurchase,Unnamed: 0
3374133969,배송빠르고 포장도 아이스팩 넣어서 오네요. 처음 구매라 효과 기대해봅니다.,2022-02-23,5,,
3356850122,"시어머니께서 변비가 심하세요 ㄹㅌ핏, 사과식초분말 등등 이것저것 드셔보셨지만 효과는 없더라구요 식사도 고기보다는 야채위주로 드시는데도 변이 잘 안나오세요 저도 임산부때 철분 먹으니 변이 잘 안나와서 고생 엄청해서 변비의 그 끔찍함을 너무 잘 알아요ㅠㅠ 그때도 이것더것 먹다가 프로스랩꺼 먹고 쾌변했던 생각이 나서 바로 신년선물로 구매했죠 마침 3+1의 이벤트 중이어서 4개월치 바로 구매했어요 어머니가 오늘 처음 드셔보셨는데 맛도 좋고 먹기 편하다고 엄청 좋아하셨어요 저는 묵은변이 많아서 그랬는지 거의 하루만에 효과 봤는데 어머니도 곧 소식이 올것 같으시더라구요 어머니도 언능 쾌변 하셨으면 좋겠네요 다음번에는 어머니꺼 제꺼 남편꺼까지 구매해야겠어요 프로스랩 짱짱짱 유통기한도 넉넉하고 쟁여놓고 쾌변해야겠어요",2022-01-28,5,,
3369844182,선물받아서 먹어보다가 괜찮은것같아서 내돈내산 재구매 해보네요 여태 유산균 여러종류 먹어봤는데 제일 잘 맞는것같아요,2022-02-17,5,,
3369655105,늘 잘 먹고 있습니다. 멀티바이오틱스가 흔하지 않아서 몇 년째 이 제품만 먹고 있습니다. 유산균은 유통 중 냉장보관이 중요해서 다른 곳에서 파는 건 안사고 공식몰에서만 구매합니다.,2022-02-17,5,,
3373983849,일년내내 먹고 있는 제품입니다. 가격이 비싼게 흠이네요..ㅜㅜ 가격 내려주세요~~,2022-02-23,5,,
3374183696,패밀리프리미엄으로 바꾸고 다음날 바나나봤어요~ 꾸준히 먹으니 첫날 같진 않아도 배변 잘되고 편해졌어요~,2022-02-23,5,,
3366633084,남편이 변비있어서 구입하게 되었는데 효과가 좋다고하네요. 저는 프리바이오틱스 섭취했었는데 저도 이제품으로 함께섭취중요~ 장이 예민한저도 잘맞고 좋아요. 이제품으로 정착해야겠어요. 가격은 좀 있지만 제값하네요. 굿 입니다.,2022-02-13,5,,
3353695927,일요일밤에주문해서오늘오후에바로받았어요택배파업때문에늦게올줄알았는데...총알배송이네요굿!!!!!!포장또한꼼꼼히해서보내주셨구요분홍색을먹고있는데이것도좋다고해서부모님이랑같이먹을려고구매해봅니다,2022-01-24,5,,
3364890424,작년인가 처음 구매해서 먹고난 이후 가격이 부담스러워서 다른 브랜드로 갈아탔었는데요. 결국 다시 돌아왔습니다^^ 가격값을 하네요. 정말 유산균은 여기가 최고인 것 같아요 !,2022-02-11,5,,
3369038357,포장 최고예요  드라이아이스 스티로폼 포장!매일매일 아침마다 복용중입니다  일년정도 복용했는데  아주 안정적이에요,2022-02-16,5,,
3368647544,가스가 차고 소화가 안됐었는데 이거 먹고 좀 좋아진것 같아요 그런데 가격이 넘 비싸서 계속 먹을지 고민이네요,2022-02-16,4,,
3372275854,매일 아침에 일어나서 생수 한 잔과 섭취하고 있어요 확실히 효과 있어요,2022-02-21,5,,
3369169025,친구가 추천해서 먹어보자 하고 주문했어요 제발 좋아지기를,2022-02-16,5,,
3361918338,머니머니해도 프로스랩죠 ((화학첨가제가 없다))고하기에 믿고 구입하고 있습니다. 소비자의 입장을 이해하고 제품을 내놓은 프로스랩 계속 구입할것입니다,2022-02-07,5,,
3310327046,"재구매했어요 ㅎㅎ 꾸준히 챙겨 먹고 아니고의 차이가 엄청 크더라구요 그 전부터 과민성 대장 증후군으로 고생을 좀 했거든요 음식도 편하게 맘놓고 먹지도 못하고.. 조금만 긴장해도 바로 배탈나구요ㅠ 고생이 이만저만이 아니었는데 지인 추천으로 프로바이오틱스 알아보게 되었어요 ㅎ 기사랑 글 여러개 참고해보면서 골랐는데 저는 '유산균'이면 다 좋다! 생각했는데 아니더라구요~ 생각보다 많은 균들이 있어서 이왕 먹는거 좋은 균이 다 들어있음 좋겠다 싶었어용ㅋㅎㅎ 포스트바이오틱스다 신바이오틱스다 말이 많은데 프로스랩은 멀티바이오틱스라 포스트바이오틱스보다 상위인? ㅎㅎ 느낌이에요 사균체뿐만 아니라 다른 균이 같이 배합되어 있으니까요! 글구 무엇보다 화학성분이 하나도 없어서 좋았네요~  일부러 가루형태 프로바이오틱스 제품을 골랐는데, 생각보다 캡슐기제에 화학첨가물 들어가는 것들이 엄청 많았어요 제품 페이지에는 화학첨가물 이게 없다 저게 없다 하는데 막상 성분표 보니..ㅋㅋ 살펴보지 않고 구매했다면 속았다는 생각을 했을거예요 프로스랩 패밀리 프로바이오틱스는 성분표에도 정말 화학성분이 하나도 안 들어있어서 좋았네용 그래서 요걸로 구매해서 한 달 먹었는데 과식을 해도 (과식은 안 좋지만,..) 전처럼 배가 부글거리지도 않고 평소에도 배가 아프다는 느낌을 못 받았어요! 귀찮아서 후기 잘 안남기는데 프로스랩은 정말 믿고 먹어도 되겠다 싶어서ㅠㅠ 완전 찐팬되가지고 후기남깁니당 ㅋㅋㅋ 이번에 또 다시 구매했어요~~! 사실 분들 강추입니다 ㅎㅎ",2021-11-25,5,,
3364141160,제가 먹고 좋아져서 아들먹이려고 구입해요 가격이 부담이었는데 그래도 라이브로 좀더 저렴하게 구입했어요,2022-02-10,5,,
3370179858,아주 아주 좋은 유산균 제품 입니다 가격이 비싸서 그러지 상품은 너무 좋아요~,2022-02-18,5,,
3346817857,성분 좋은 유산균 찾다가 정착했어요^^ 저렴하디 저렴한 가성비 유산균들이 넘쳐나지만 성분비교하고 효과보고나면 어쩔수없이 재주문은 프로스랩으로 하게 된답니다. 가격만큼 확실한 제품이에요😄 어떤 유산균을 먹아야하나 고민하시는 분들이 결국 후기를 보고 계실텐데 믿고 주문해서 드셔보세요~! 제값하는 제품이에요^^!!,2022-01-14,5,,
3366332000,평이 좋아서 비싸도 큰맘먹고 샀는데 효과가 1도 없어요ㅜㅜㅜ 저랑은 안 맞나봐요ㅜ,2022-02-13,1,,
3356936213,전에 먹다가 오랜만에 다시 주문해봤는데 가격은 비싸지만 역시나 효과는 좋아요. 기분탓인지는 모르겠지만 유산균 먹으면서 속이 편해진 느낌 그리고 아침에 배변을 항상 하긴했지만 유산균 먹고는 더 직빵인ㅋㅋ꾸준히 먹어볼게요,2022-01-29,5,,
3372582594,늘 먹던 제품이에요 장에 정말 좋아요,2022-02-21,5,,
3373433141,입자도 곱고 달지 않아서 좋아요,2022-02-22,5,,
3355516415,저한테는 없으면 안될만큼 좋은 것 같아요. 앞으로도 계속 주문할거예요. 라이브행사나 이벤트가 많으면 더 좋을거 같아요. 여러가지로 만족합니다.,2022-01-26,4,,
3373770083,잘먹고있어요 재주문이에요,2022-02-23,5,,
3371370126,재구매입니다! 제 장이 뭐랄까..엄청 예민한 것도 아니고..엄청 둔한 것도 아니지만 뭔가 불편한 장이었는데 이 유산균 먹고 많이 나아졌어요. 전에 다른 유산균 먹다가 효과가 별로 없는 것 같아서 이걸로 사본건데 너무 좋아영!!,2022-02-19,5,,
3355514809,항상 만족하고 있어요. 효과가 좋아 계속 주문하게 되요. 장건강이 좋아지니 면역력도 높아진거 같아요. 배송빠르고 포장도 꼼꼼해서 믿음이 가요.,2022-01-26,4,,
3373785735,늘 구매하는 제품입니다,2022-02-23,5,,
3369316270,맛잇어요 늘 공복에먹습니다,2022-02-17,5,,
3371890391,이거 진짜 강추 진짜 달라짐 속는셈치고 먹어보세요 ㅎ,2022-02-20,5,,
3367853580,빠른배송감사해요잘받았습니다,2022-02-15,5,,
3372136650,먹고 변이 잘나온다던가 가스가 줄어든다든가 하는 좋은점이 하나도 없어요.  한달 먹으면 효과있나요? 나에겐 아무런 효과가 없이 이거 먹고 제대로 시원하게 변을 본적이 없어요. 이상하네요.,2022-02-20,2,,
3366318408,효과가 좋습니다. 몇년째  구입하고 있어요,2022-02-13,5,,
3367258088,전에도 이거 먹고 컨디션 좋아지는 느낌이었어서 다시 사봤어요,2022-02-14,5,,
3372754665,항상 믿고 구매합니다,2022-02-21,4,,
3365328816,전부터 프로스랩 프리바이오틱스 먹어봐서 유산균도 좋을것같아 구매했어요,2022-02-11,3,,
3368815325,저한테는 효과 좋아서 3년째 이것만 먹고 있어요~,2022-02-16,5,,
3371832246,항상먹는제품입니다.,2022-02-20,5,,
3368730673,배송도 빠르고 늘 구매하는 제품입니다.,2022-02-16,5,,
3368913423,패밀리 유산균 가족들이 먹기에 좋아요~^^,2022-02-16,4,,
3366520636,효과보다는 꾸준히 맏고 구매해서 먹고 잇어요,2022-02-13,5,,
3351529373,좋은유산균 찾다가  화학부형제없는게 좋다고해세 계속 재구매해서 먹고 있어요. 장안좋았는데 많이 좋아졌어요.  좋아요. 잘먹을께요.,2022-01-21,5,,
3358424717,제일 효과좋고 다른것들은 이거 후로 안먹어요 유산균 만큼은 좋은거 먹어야한다더라구요.,2022-02-02,5,,
3373526967,이번에도 빠른 배송 ㄱㅅ합니다.^^,2022-02-22,5,,
3370598236,좋아요 꾸준히 먹고잇어요,2022-02-18,5,,
3338546515,유산균 제품 찾아보다가 여러가지 조건 충족하는게 이 제품이라 비싸도 구매햇습니다 효과는 일단 먹어봐야 알겟지만 원래 먹던 유산균보다 단맛이 덜하긴 하네요 비싼만큼 효과가 잇으면 좋겟네요 먹어보고 좋으면 계속 구매할 생각입니다 배송 빨라서 넘 좋앗고 포장이 참 깔끔해요,2022-01-04,4,,
3371090263,선물로 샀는데 드신분이 아직은 몇번 먹어서 모르겠지만 뭔가 장이 살짝 활발해진느낌?이 든다고 하네요 꾸준히 드셔보신데요~,2022-02-19,5,,
3360635124,포장도 잘 되어있고 깔끔하고 좋네요!! 효과도 좋길 바랍니다🙂,2022-02-06,5,,
3371515913,아버님 연세가 많으셔서 그런지 처음엔 좋은듯했으나 효과가 좀 떨어지네요. 어머님은 아직까지는 괜찮다고 하시네요,2022-02-19,3,,
3367832842,잘받았습니다 꾸준히 잘먹고 있습니다,2022-02-15,5,,
3360558511,담낭절제술 후 소화불량과 설사가 심했는데 이 유산균 복용 후 많이 나아져 재구매해요.,2022-02-05,5,,
3309417025,"진쫘 이렇게 효과 좋은 유산균 또 없다구요ㅠㅠ 유산균 바꿔 먹은지 벌써 3달 째인데 이렇게 화장실 잘가는 유산균도 없었어용ㅋㅋ 이전에는 락@@, 여에@@ 같은 브랜드에서도 유산균 사서 먹었었는데 싸고 비싸고 중요한게 아니라 효과가 1도 없어서 유산균은 전부 그런가보다 했는데, 친구가 이거 추천해주고 뭐 얼마나 좋겠어 싶은 마음으로 챙겨 먹기 시작한 건데 이럴수가ㅠㅠ 진짜 좋은 제품은 효과가 이렇게 직빵으로 오나봐요. 주위에 지인들한테도 막 소개시켜 주고 잇어요! 일단 배송이 예전보다 더 빨라진 것 같아서 아주 만족스럽 구요. 특히 첨가물 같은 게 일채 들어 있지 않아서 안심하고 먹을 수 있다는 점도 아주 좋았어요. 저는 혼자 챙겨 먹지만 가족단위 집에서도 챙겨 먹기 좋을 것 같아용. 그리고 특히 애들도 좋아할 것 같은 과자스러운 맛ㅋㅋ 진짜 고소하니 간식처럼 챙겨 먹게 되니까 매일 하루도 빠지지 않고 먹을 수 있어서 아주 좋았어요! 앞으로도 꾸준히 챙겨 먹으려구용 감사합니당~",2021-11-24,5,,
3357425649,먹고있는 유산균인데 라이브방송보고 구매했어요 배송빨랐구요 제품은 너무 만족합니다,2022-01-30,5,,
3354640115,없으면 안되는 제품이에요 다른 거 먹어볼까하고 먹어봤다가 항상 다시 돌아오게돼요 라이브 기다렸다가 할인받아 사서 너무 좋습니다,2022-01-25,5,,
3350914172,엄마 유산균 다 돼가서 주문 했어요 유통기한도 넉넉 하고요 포장도 아이스팩에 꼼꼼하게 배송돼서 왔네용,2022-01-20,5,,
3359040941,설 연휴로 배송을 조금 늦게 받긴 했는데 꾸준히 먹고 있는 유산균이에요 만족합니다,2022-02-03,5,,
3360237550,여러번 재구매했어요~맛있고 효과좋음,2022-02-05,5,,
3366298967,효과 좋아서 항상 이것만 먹어요~^^,2022-02-12,5,,
3368608368,늘먹고 있어요 좋아요,2022-02-16,5,,
3367498988,너무 좋은데 가격이 좀 잇죠잉 ㅠ 언제 인벤트 한 가시죠! 저 이젠 단골인데..겁나 사먹었는데ㅠ 기대합니다...이벤트 함 거하게 가세욤,2022-02-14,5,,
3373931887,"종종 애용하는 상품이라 크게 더할 말은 없지만, 확실히 다른 유산균보다 효과가 있는 걸 느껴요.",2022-02-23,5,,
3356186572,라방때 장바구니 넣고 애기 재우고 바로 시켰더니 라방 시간 안에 안시켜서 사은품 안줌. 공지되어있었으면 안시켰음 ㅠ 상담 불친절.,2022-01-27,1,,
3365909406,항상 구매하는 제품입니다,2022-02-12,5,,
3356500657,부모님이 화장실가기 편하셨다고 했어요 첨가물도 없고 복용도 편하고 맛도 거북스럽지 않아 좋은 제품 같아요!,2022-01-28,5,,
3365463057,가족을 위해 매번 주문해요,2022-02-11,5,,
3360874928,항상 잘먹고있던거라 라방때 주문한건데 택배사 파업으로 인해 배송을 안해주시더군요 다른곳은 파업으로 대처택배사를 정해 보내주시는데 판매만 실컷 하시고 배송은 파업끝날때까지 기다리라는 행동은 너무 하시네요 유도리있는 배송좀 해주셨음 좋겠습니다,2022-02-06,4,,
3363570839,늘 이용합니다 효과도 좋고 맛있어요,2022-02-09,5,,
3365280860,유산균먹고 장건강 챙겨요,2022-02-11,5,,
3326518881,가족들 다같이 챙겨먹을 유산균을 찾다가 프로스랩 제품력 좋기로 유명한걸 들었던터라 구매해봤어요! 다른 제품 먹을때보다 확실히 효과가 좋은거 같아요 ㅎㅎ 특히 저랑 딸이 절 닮아 장이 안좋은건지ㅜ 변비를 달고 사는데 .. 같이 꾸준히 챙겨먹으니 둘 다 화장실 가는게 두렵지 않아졌어요^^ 다같이 먹다보니 금방 동나서 또 구매하러 왔다가 리뷰 남기고 갑니다:),2021-12-17,5,,
3362587212,재주문해 먹는데 속이 편해지는거 같아요,2022-02-08,5,,
3364218281,아이들과 꾸준히먹고있습니다,2022-02-10,5,,
3362646715,예전에 효과가 좋아서 다시 구매해봅니다.,2022-02-08,4,,
3363498135,떨아지면 꾸준히 주문하고 있어요,2022-02-09,5,,
3359578742,잘받았어요 이번엔좀늦게주문해서 ㅜㅜ,2022-02-04,5,,
3354659546,"신랑이설사,묽은변으로1일7~8회 화장실을 다녔는데 여기꺼 먹고 3회로 줄어 만족하고 있습니다.재 구매의사 있습니다.",2022-01-25,5,,
3360840304,꾸준히먹고잇어요 가격대는좀되지만효과가젤조아요 그전에다른제품이것저것먹어봣는데 얘가정말최고예요 완전추천합니다 화장실도잘가고 빛깔도황금황금한게 아주건강해진느낌입니다,2022-02-06,5,,
3310143657,"배송이 빨라서 좋았고, 유통기한도 길게 와서 안심하고 먹었네요. 화장실을 너무 못가서 골치였는데 잘 알아보고 구입했는데 아주 만족스러워요. 지금 먹은지 3일 정도 밖에 안됏는데 확실히 효과가 제대로 오더라구요. 환불 이벤트 걸어 놓으신 거  보고 얼마나 자신만만하면 이럴까 싶어서, 진짜 효과 없으면 바로 연락할 생각하고 있었는데 왠걸... 다 이유가 있었네요ㅎㅎ 가격이 저렴한 편은 아니지만 이런거 저런거 생각하면 이정도는 해야할 것 같아요. 일단 첨가물이 없어서 어른 아이 할 것 없이 안심하고 먹을 수 있을 것 같고, 다른 것보다 PCC 인증? 이 되어 있는거 보고 확실히 품질을 위해서 여러 차례 제품 검사를 하시는 구나 싶어서 아주 믿음직 스러웠습니다. 이번에는 어떨지 몰라서 한박스만 구매했는데, 다음에는 3+1 이벤트 제품으로 더 져렴하게  구입해서 쟁여두려구요. 감사합니당 많이 파세요~",2021-11-25,5,,
3371641170,계속 먹고있는 유산균 안먹으면 불안해요 퀄리티 포장 다좋아요,2022-02-20,5,,
3358467033,믿고 먹는 브랜드 입니다. 뒷통수만 없기를,2022-02-02,5,,
3359973325,아직 딱히 좋아진 점은 못느꼈어요 더 먹어봐야 알듯,2022-02-05,3,,
3362534379,이 제품 먹은 지 2년 쯤 되네요. 처음엔 장건강이 괜찮아지는건지 잘 모르겠던데 오랫동안 먹다보니 한달 정도 안 먹으면 유산균 먹을 때와 차이가 나더라구요. 암튼 좋음,2022-02-08,5,,
3346211992,늘 먹던거에요. 가격이 좀 부담되서 좋다는 다른것도 먹어보고 현미겨?로 된것도 먹어보고 했는데 대체불가입니다.   전 이걸 먹고 유독 변을 잘 보거나 하진 않지만  딱 이거! 뱃속이 부글부글 끓지 않는것! 이것만으로도 만족합니다.,2022-01-14,5,,
3358370167,아이스박스에 포장이 껌꼼하게 되서 왔어요~원래는 유기농 프리바이오틱스 패밀리 먹다가 이번엔 골드로 시켜봐요~ 먹던게 조금 남아서 아직 먹어보지 못해서 별하나는 뺏어요~ 대체적으로 프로스랩 제품들이 괜찮아서 기존에 먹던 제품보다 비싸지만 믿고 시켜봤어요^^,2022-02-02,4,,
3326426012,애기때문에 프로스랩 제품 자주 이용해요! 이번에 신랑하고 같이 먹을 유산균 구매해봤는데 배송도 빠르고 냉동배송도 잘 해주더라구용!ㅎㅎ 일단 화학성분 없어서 믿고 먹는 브랜드인데 맛도 좋구 보장균수 넉넉해서 잘먹어보려구요~ 남편도 맛있다 하네요~~ 확실히 화장실 잘 가고 있는것 같아요! 좀 더 챙겨 먹어볼게요^^ 감사합니다~,2021-12-17,5,,
3370649618,꼼꼼하게잘배송되었어요 아직먹어보기전이라 먹어보구 좋으면  재구매할께요^^,2022-02-18,3,,
3370931189,. 온가족 다 잘  맞아서  꾸준히  챙겨 먹어요 .  가격만  좀 착했음 좋겠어요,2022-02-19,5,,
3354950805,신랑이 먹는 패밀리~다 떨어졌는데 라방때까지 좀만 기다리라구 했더니 1주일 지났는데 화장실 불편하다고 얼른 사달라고 ㅋㅋ 다행히 라방 딱~해주셔서 세트로 구매했어요. 포장 .냉장배송 거기에 지구까지 생각하는 친환경 100프로 아이스팩을 넣어주셔서 기분도 좋았습니다. 다음 라방때 까지 사놓은거 잘 먹으면서 기다릴께요. 프로스랩좋은거 말하는건 입아프니까 생략해요 ㅋㅋ,2022-01-26,5,,
3358781794,진짜 쾌변해요 ! 그래서 이것만 먹어요,2022-02-03,5,,
3352787966,현재 먹는 유산균이 있어서 아직 먹어보지 않았어요. 상품은 좋을것같아요. 먹어보고 후기 나중에 올릴께요.,2022-01-23,5,,
3374444453,아직은 모르지만 먹어보고 괜찮다면 또 주문 할래요,2022-02-23,5,,
3359135497,엄마사드렸는데..속이 편안하고 변도 잘 보고 좋대요^^,2022-02-04,5,,
3363585748,항상 잘 먹고 있어요 좋아요,2022-02-09,5,,
3361360602,늘 구매합니다 잘받았습니다,2022-02-07,5,,
3355032535,3+1으로 몇번째 구매해 먹고 있는 상품이에요.  후기도 좋지만 타사 제품들과 꼼꼼히 비교하고 프로바이오틱스를 고르는 방법까지 많이도 찾아본뒤 구매하게 됐던 상품이라 만족하며 계속 이용중입니다.  다른 영양제도 마찬가지지만 아무리 좋은 약이라도 자신에게 맞는건 따로 있다고 하던데 불만 없이 잘 먹고 있습니다.,2022-01-26,5,,
3371736146,2년동안 꾸준히 먹고있어요. 믿고 먹입니다.,2022-02-20,5,,
3372740212,화학성분이 없어 안심하고 오래 먹을수 있어서 좋습니다,2022-02-21,5,,
3361934793,좋아요 재구매합니다,2022-02-07,5,,
3358650818,오늘 처음 받아봐서 효과는 한 달 리뷰에 적을게요! 배송이랑 포장은 괜찮았어요 맛은 음..엄 청 단백한 빵맛..? 익숙하진 않은데 먹다보면 괜찮아지겠죠 맛 때문에 산 건 아니니 효과를 기대해보겠습니다!,2022-02-03,5,,
3364025979,잘 먹고 있어요^^,2022-02-10,5,,
3361413506,칼배송이라 좋습니다.,2022-02-07,5,,
3349321899,부모님 선물로 구매했어요~포장 꼼꼼하고 좋은데 센스있게 선물용 종이백 같른 것도 함께 넣어주면 좋을 것 같습니다.,2022-01-18,4,,
3359877599,꾸준히 챙겨먹고 있습니다,2022-02-05,5,,
3358126674,하도 좋다고 해서 꾸준히 먹어보고 있습니다,2022-02-01,5,,
3370694625,늘 구매하는 제품!! 먹기편하고 좋아요,2022-02-18,5,,
3350689730,"늘 포장도 꼼꼼하게,  빠르게 배송되어 오고 효과도 좋아서 종종 구매합니다. 맛은 누룽지 맛이예요.",2022-01-20,5,,
3372385882,기존에 먹어봤든 제품이라 또 구매했습니다.,2022-02-21,5,,
3357153545,늘 먹는거에요 효과좋아요,2022-01-29,5,,
3357766116,좋아요. 잘 먹고 있습니다.,2022-01-31,5,,
3359382734,가성비 좋은 것 같습니다.,2022-02-04,5,,
3358993513,먹던거 다시 주운 재주문,2022-02-03,5,,
